Date	VOC	WeeklyCases
2021-09-12	Delta	3952410.31998979
2021-09-12	XBB	0
2021-09-12	Total	3991785.33333333
2021-09-19	WT	29030.7531401394
2021-09-19	BA.1	0
2021-09-19	BA.2	0
2021-09-19	BA.2.86	0
2021-09-19	BA.4/5	0
2021-09-19	BQ.1	0
2021-09-19	Alpha	4174.05012838838
2021-09-19	Delta	3673164.11298177
2021-09-19	XBB	0
2021-09-19	Total	3707729
2021-09-26	WT	21245.3054915994
2021-09-26	BA.1	0
2021-09-26	BA.2	0
2021-09-26	BA.2.86	0
2021-09-26	BA.4/5	47.6352141067251
2021-09-26	BQ.1	0
2021-09-26	Alpha	2334.12549122953
2021-09-26	Delta	3409299.90883242
2021-09-26	XBB	0
2021-09-26	Total	3434403.66666667
2021-10-03	WT	15210.8210447055
2021-10-03	BA.1	307.733373736817
2021-10-03	BA.2	43.961910533831
2021-10-03	BA.2.86	0
2021-10-03	BA.4/5	43.961910533831
2021-10-03	BQ.1	0
2021-10-03	Alpha	1494.70495815026
2021-10-03	Delta	3173566.35952673
2021-10-03	XBB	0
2021-10-03	Total	3191678.66666667
2021-10-10	WT	7599.00008229704
2021-10-10	BA.1	38.7704085831482
2021-10-10	BA.2	0
2021-10-10	BA.2.86	0
2021-10-10	BA.4/5	0
2021-10-10	BQ.1	0
2021-10-10	Alpha	1395.73470899333
2021-10-10	Delta	2974349.43527338
2021-10-10	XBB	38.7704085831482
2021-10-10	Total	2983654.33333333
2021-10-17	WT	6388.93167561138
2021-10-17	BA.1	167.030893480036
2021-10-17	BA.2	0
2021-10-17	BA.2.86	0
2021-10-17	BA.4/5	0
2021-10-17	BQ.1	0
2021-10-17	Alpha	1837.3398282804
2021-10-17	Delta	2940203.0602057
2021-10-17	XBB	0
2021-10-17	Total	2948888.66666667
2021-10-24	WT	3891.70008751843
2021-10-24	BA.1	72.0685201392302
2021-10-24	BA.2	0
2021-10-24	BA.2.86	0
2021-10-24	BA.4/5	0
2021-10-24	BQ.1	0
2021-10-24	Alpha	504.479640974612
2021-10-24	Delta	3000500.76747671
2021-10-24	XBB	0
2021-10-24	Total	3005653.66666667
2021-10-31	WT	3737.73121545842
2021-10-31	BA.1	240.037784478981
2021-10-31	BA.2	0
2021-10-31	BA.2.86	0
2021-10-31	BA.4/5	68.5822241368518
2021-10-31	BQ.1	34.2911120684259
2021-10-31	Alpha	308.620008615833
2021-10-31	Delta	3099573.61986502
2021-10-31	XBB	0
2021-10-31	Total	3104408.66666667
2021-11-07	WT	3165.28164200832
2021-11-07	BA.1	202.039253745212
2021-11-07	BA.2	33.6732089575353
2021-11-07	BA.2.86	0
2021-11-07	BA.4/5	437.751716447959
2021-11-07	BQ.1	0
2021-11-07	Alpha	67.3464179150707
2021-11-07	Delta	3257478.88813405
2021-11-07	XBB	0
2021-11-07	Total	3261486
2021-11-14	WT	2602.4253341099
2021-11-14	BA.1	560.01557822618
2021-11-14	BA.2	0
2021-11-14	BA.2.86	0
2021-11-14	BA.4/5	32.9420928368341
2021-11-14	BQ.1	0
2021-11-14	Alpha	197.652557021005
2021-11-14	Delta	3503193.92064029
2021-11-14	XBB	0
2021-11-14	Total	3506751.66666667
2021-11-21	WT	2352.59622233153
2021-11-21	BA.1	3360.8517461879
2021-11-21	BA.2	74.6855943597311
2021-11-21	BA.2.86	74.6855943597311
2021-11-21	BA.4/5	74.6855943597311
2021-11-21	BQ.1	0
2021-11-21	Alpha	149.371188719462
2021-11-21	Delta	3789547.05781276
2021-11-21	XBB	0
2021-11-21	Total	3795895.33333333
2021-11-28	WT	3949.47103885212
2021-11-28	BA.1	15712.0260893465
2021-11-28	BA.2	85.8580660620027
2021-11-28	BA.2.86	0
2021-11-28	BA.4/5	42.9290330310014
2021-11-28	BQ.1	0
2021-11-28	Alpha	214.645165155007
2021-11-28	Delta	4040695.234043
2021-11-28	XBB	42.9290330310014
2021-11-28	Total	4061000.66666667
2021-12-05	WT	5238.25980334084
2021-12-05	BA.1	34993.000863134
2021-12-05	BA.2	285.07536344712
2021-12-05	BA.2.86	0
2021-12-05	BA.4/5	0
2021-12-05	BQ.1	71.2688408617801
2021-12-05	Alpha	249.44094301623
2021-12-05	Delta	4169583.53461844
2021-12-05	XBB	0
2021-12-05	Total	4211062
2021-12-12	WT	6335.99520381451
2021-12-12	BA.1	174384.809171653
2021-12-12	BA.2	2401.88053477936
2021-12-12	BA.2.86	0
2021-12-12	BA.4/5	0
2021-12-12	BQ.1	41.4117333582648
2021-12-12	Alpha	248.470400149589
2021-12-12	Delta	4245572.31562266
2021-12-12	XBB	0
2021-12-12	Total	4429399
2021-12-19	WT	14714.8724926536
2021-12-19	BA.1	951461.243100805
2021-12-19	BA.2	8382.65277245432
2021-12-19	BA.2.86	0
2021-12-19	BA.4/5	241.227417912355
2021-12-19	BQ.1	0
2021-12-19	Alpha	422.147981346621
2021-12-19	Delta	4059374.9886291
2021-12-19	XBB	0
2021-12-19	Total	5034898.66666667
2021-12-26	WT	34335.0488052595
2021-12-26	BA.1	3477108.28606392
2021-12-26	BA.2	48448.2283755196
2021-12-26	BA.2.86	0
2021-12-26	BA.4/5	105.322235598956
2021-12-26	BQ.1	0
2021-12-26	Alpha	105.322235598956
2021-12-26	Delta	3525661.83667504
2021-12-26	XBB	0
2021-12-26	Total	7086185.33333333
2022-01-02	WT	56675.092102466
2022-01-02	BA.1	7860218.60262543
2022-01-02	BA.2	250633.11455676
2022-01-02	BA.2.86	0
2022-01-02	BA.4/5	146.826663477891
2022-01-02	BQ.1	440.479990433673
2022-01-02	Alpha	293.653326955782
2022-01-02	Delta	2881766.92408057
2022-01-02	XBB	0
2022-01-02	Total	11050762
2022-01-09	WT	48615.7671982291
2022-01-09	BA.1	13102201.5908944
2022-01-09	BA.2	706526.720527896
2022-01-09	BA.2.86	0
2022-01-09	BA.4/5	3532.63360263948
2022-01-09	BQ.1	1850.42712519211
2022-01-09	Alpha	168.220647744737
2022-01-09	Delta	2018984.21423234
2022-01-09	XBB	336.441295489474
2022-01-09	Total	15907617.3333333
2022-01-16	WT	44432.4878550591
2022-01-16	BA.1	18125841.3691079
2022-01-16	BA.2	1117159.69464149
2022-01-16	BA.2.86	0
2022-01-16	BA.4/5	3360.44025794565
2022-01-16	BQ.1	560.073376324274
2022-01-16	Alpha	186.691125441425
2022-01-16	Delta	967993.485413788
2022-01-16	XBB	373.38225088285
2022-01-16	Total	20265321.6666667
2022-01-23	WT	23887.7426958166
2022-01-23	BA.1	20132852.8734813
2022-01-23	BA.2	1926254.90510125
2022-01-23	BA.2.86	0
2022-01-23	BA.4/5	1692.83215954606
2022-01-23	BQ.1	376.184924343569
2022-01-23	Alpha	188.092462171785
2022-01-23	Delta	444086.303187583
2022-01-23	XBB	0
2022-01-23	Total	22541000.6666667
2022-01-30	WT	30321.0563722439
2022-01-30	BA.1	19533806.7464031
2022-01-30	BA.2	2498711.2793521
2022-01-30	BA.2.86	0
2022-01-30	BA.4/5	3202.92849002576
2022-01-30	BQ.1	2135.28566001717
2022-01-30	Alpha	213.528566001717
2022-01-30	Delta	219080.308717762
2022-01-30	XBB	213.528566001717
2022-01-30	Total	22296439.3333333
2022-02-06	WT	18557.0080081679
2022-02-06	BA.1	16244804.8103502
2022-02-06	BA.2	3355478.18803692
2022-02-06	BA.2.86	0
2022-02-06	BA.4/5	2041.27088089847
2022-02-06	BQ.1	371.140160163358
2022-02-06	Alpha	185.570080081679
2022-02-06	Delta	102434.684205087
2022-02-06	XBB	185.570080081679
2022-02-06	Total	19750780.3333333
2022-02-13	WT	10669.7895157042
2022-02-13	BA.1	12397499.1642993
2022-02-13	BA.2	3739522.34936964
2022-02-13	BA.2.86	159.25058978663
2022-02-13	BA.4/5	1911.00707743956
2022-02-13	BQ.1	0
2022-02-13	Alpha	637.002359146519
2022-02-13	Delta	49686.1840134285
2022-02-13	XBB	0
2022-02-13	Total	16223335.3333333
2022-02-20	WT	14102.5432529736
2022-02-20	BA.1	8410419.29931185
2022-02-20	BA.2	4756414.18209908
2022-02-20	BA.2.86	0
2022-02-20	BA.4/5	1446.41469261268
2022-02-20	BQ.1	241.069115435446
2022-02-20	Alpha	0
2022-02-20	Delta	17236.4417536344
2022-02-20	XBB	361.60367315317
2022-02-20	Total	13224449
2022-02-27	WT	4580.91379564348
2022-02-27	BA.1	6019320.72747553
2022-02-27	BA.2	5390288.93311586
2022-02-27	BA.2.86	0
2022-02-27	BA.4/5	2049.35617173524
2022-02-27	BQ.1	120.550363043249
2022-02-27	Alpha	120.550363043249
2022-02-27	Delta	9885.12976954646
2022-02-27	XBB	361.651089129748
2022-02-27	Total	11455901
2022-03-06	WT	3649.42095999413
2022-03-06	BA.1	4166962.917617
2022-03-06	BA.2	6844421.42859937
2022-03-06	BA.2.86	0
2022-03-06	BA.4/5	2027.45608888563
2022-03-06	BQ.1	270.327478518084
2022-03-06	Alpha	0
2022-03-06	Delta	6487.85948443401
2022-03-06	XBB	0
2022-03-06	Total	11058151
2022-03-13	WT	3682.16525133996
2022-03-13	BA.1	3074861.9273
2022-03-13	BA.2	8385686.9606723
2022-03-13	BA.2.86	0
2022-03-13	BA.4/5	1904.56823345171
2022-03-13	BQ.1	253.942431126894
2022-03-13	Alpha	126.971215563447
2022-03-13	Delta	5332.79105366478
2022-03-13	XBB	126.971215563447
2022-03-13	Total	11512988
2022-03-20	WT	2306.15228574708
2022-03-20	BA.1	1990573.55190801
2022-03-20	BA.2	9579877.97142947
2022-03-20	BA.2.86	0
2022-03-20	BA.4/5	1942.02297747123
2022-03-20	BQ.1	0
2022-03-20	Alpha	0
2022-03-20	Delta	4976.43387977002
2022-03-20	XBB	0
2022-03-20	Total	11631868
2022-03-27	WT	1854.36154835479
2022-03-27	BA.1	1351211.44823452
2022-03-27	BA.2	9450815.44324179
2022-03-27	BA.2.86	247.248206447305
2022-03-27	BA.4/5	3337.85078703862
2022-03-27	BQ.1	0
2022-03-27	Alpha	370.872309670958
2022-03-27	Delta	2348.8579612494
2022-03-27	XBB	1359.86513546018
2022-03-27	Total	10861737.3333333
2022-04-03	WT	1999.96352417615
2022-04-03	BA.1	889983.768258389
2022-04-03	BA.2	8217975.11856008
2022-04-03	BA.2.86	0
2022-04-03	BA.4/5	4374.92020913534
2022-04-03	BQ.1	0
2022-04-03	Alpha	0
2022-04-03	Delta	2374.95668495918
2022-04-03	XBB	624.988601305048
2022-04-03	Total	9156583
2022-04-10	WT	2526.08468303389
2022-04-10	BA.1	580999.477097794
2022-04-10	BA.2	6762558.34054381
2022-04-10	BA.2.86	0
2022-04-10	BA.4/5	15960.2623155323
2022-04-10	BQ.1	0
2022-04-10	Alpha	0
2022-04-10	Delta	1033.39827942295
2022-04-10	XBB	0
2022-04-10	Total	7394194.33333333
2022-04-17	WT	1073.85819280871
2022-04-17	BA.1	279300.753602338
2022-04-17	BA.2	5507916.29438794
2022-04-17	BA.2.86	97.6234720735189
2022-04-17	BA.4/5	19622.3178867773
2022-04-17	BQ.1	195.246944147038
2022-04-17	Alpha	0
2022-04-17	Delta	1073.85819280871
2022-04-17	XBB	195.246944147038
2022-04-17	Total	5835540.66666667
2022-04-24	WT	3043.6215522771
2022-04-24	BA.1	135070.988887541
2022-04-24	BA.2	4554080.44262608
2022-04-24	BA.2.86	0
2022-04-24	BA.4/5	24019.9322504031
2022-04-24	BQ.1	82.2600419534351
2022-04-24	Alpha	0
2022-04-24	Delta	1069.38054539466
2022-04-24	XBB	0
2022-04-24	Total	4745006
2022-05-01	WT	152.707527293622
2022-05-01	BA.1	74292.2120283471
2022-05-01	BA.2	3836623.91572496
2022-05-01	BA.2.86	0
2022-05-01	BA.4/5	50240.7764796016
2022-05-01	BQ.1	76.353763646811
2022-05-01	Alpha	76.353763646811
2022-05-01	Delta	1374.3677456426
2022-05-01	XBB	0
2022-05-01	Total	3986430
2022-05-08	WT	516.025033636401
2022-05-08	BA.1	43862.1278590941
2022-05-08	BA.2	3476386.93374648
2022-05-08	BA.2.86	0
2022-05-08	BA.4/5	72317.2225710442
2022-05-08	BQ.1	147.435723896114
2022-05-08	Alpha	0
2022-05-08	Delta	368.589309740286
2022-05-08	XBB	0
2022-05-08	Total	3616156
2022-05-15	WT	249.963499612875
2022-05-15	BA.1	43806.1033071563
2022-05-15	BA.2	3203344.73841389
2022-05-15	BA.2.86	0
2022-05-15	BA.4/5	119607.534564761
2022-05-15	BQ.1	62.4908749032187
2022-05-15	Alpha	0
2022-05-15	Delta	562.417874128968
2022-05-15	XBB	249.963499612875
2022-05-15	Total	3389880
2022-05-22	WT	1649.79342965256
2022-05-22	BA.1	27729.2203368527
2022-05-22	BA.2	2949894.10581223
2022-05-22	BA.2.86	63.4535934481755
2022-05-22	BA.4/5	200322.99451589
2022-05-22	BQ.1	0
2022-05-22	Alpha	0
2022-05-22	Delta	571.082341033579
2022-05-22	XBB	126.907186896351
2022-05-22	Total	3197299.66666667
2022-05-29	WT	637.41256149514
2022-05-29	BA.1	10836.0135454174
2022-05-29	BA.2	2564774.30766694
2022-05-29	BA.2.86	0
2022-05-29	BA.4/5	338581.963346918
2022-05-29	BQ.1	57.9465964995582
2022-05-29	Alpha	115.893192999116
2022-05-29	Delta	579.465964995582
2022-05-29	XBB	0
2022-05-29	Total	2928968.66666667
2022-06-05	WT	862.125584475527
2022-06-05	BA.1	7644.18018234968
2022-06-05	BA.2	2221755.1062324
2022-06-05	BA.2.86	0
2022-06-05	BA.4/5	619178.594770324
2022-06-05	BQ.1	0
2022-06-05	Alpha	0
2022-06-05	Delta	402.325272755246
2022-06-05	XBB	57.4750389650352
2022-06-05	Total	2864038.66666667
2022-06-12	WT	840.883045453709
2022-06-12	BA.1	4765.00392423769
2022-06-12	BA.2	1994294.28946771
2022-06-12	BA.2.86	0
2022-06-12	BA.4/5	1024139.49049292
2022-06-12	BQ.1	56.058869696914
2022-06-12	Alpha	0
2022-06-12	Delta	112.117739393828
2022-06-12	XBB	0
2022-06-12	Total	3047528.33333333
2022-06-19	WT	989.346003301983
2022-06-19	BA.1	3165.90721056635
2022-06-19	BA.2	1686703.02282944
2022-06-19	BA.2.86	0
2022-06-19	BA.4/5	1837281.484532
2022-06-19	BQ.1	0
2022-06-19	Alpha	0
2022-06-19	Delta	659.564002201322
2022-06-19	XBB	131.912800440264
2022-06-19	Total	3555511.66666667
2022-06-26	WT	750.279226847416
2022-06-26	BA.1	2851.06106202018
2022-06-26	BA.2	1370159.92406875
2022-06-26	BA.2.86	75.0279226847416
2022-06-26	BA.4/5	2839656.8177721
2022-06-26	BQ.1	75.0279226847416
2022-06-26	Alpha	0
2022-06-26	Delta	300.111690738966
2022-06-26	XBB	0
2022-06-26	Total	4228423.66666667
2022-07-03	WT	1743.49172813461
2022-07-03	BA.1	2773.73684021415
2022-07-03	BA.2	1144364.57064835
2022-07-03	BA.2.86	0
2022-07-03	BA.4/5	3968583.4213544
2022-07-03	BQ.1	0
2022-07-03	Alpha	0
2022-07-03	Delta	475.497744036711
2022-07-03	XBB	79.2496240061186
2022-07-03	Total	5146391.33333333
2022-07-10	WT	2217.83320978503
2022-07-10	BA.1	3241.44853737811
2022-07-10	BA.2	953668.280207561
2022-07-10	BA.2.86	0
2022-07-10	BA.4/5	5007867.38769459
2022-07-10	BQ.1	85.3012772994241
2022-07-10	Alpha	0
2022-07-10	Delta	341.205109197696
2022-07-10	XBB	0
2022-07-10	Total	5983714
2022-07-17	WT	1178.72805590122
2022-07-17	BA.1	3626.85555661913
2022-07-17	BA.2	719205.456877572
2022-07-17	BA.2.86	90.6713889154781
2022-07-17	BA.4/5	5888834.69589356
2022-07-17	BQ.1	90.6713889154781
2022-07-17	Alpha	0
2022-07-17	Delta	453.356944577391
2022-07-17	XBB	0
2022-07-17	Total	6630708
2022-07-24	WT	1864.23967386435
2022-07-24	BA.1	2485.6528984858
2022-07-24	BA.2	486359.417137055
2022-07-24	BA.2.86	0
2022-07-24	BA.4/5	6426862.70677657
2022-07-24	BQ.1	0
2022-07-24	Alpha	0
2022-07-24	Delta	828.550966161933
2022-07-24	XBB	103.568870770242
2022-07-24	Total	6935593
2022-07-31	WT	2331.46231099474
2022-07-31	BA.1	3067.71356709834
2022-07-31	BA.2	311802.406959875
2022-07-31	BA.2.86	0
2022-07-31	BA.4/5	6598038.34011511
2022-07-31	BQ.1	2945.00502441441
2022-07-31	Alpha	0
2022-07-31	Delta	613.542713419668
2022-07-31	XBB	245.417085367867
2022-07-31	Total	6935977.66666667
2022-08-07	WT	625.373851658447
2022-08-07	BA.1	2501.49540663379
2022-08-07	BA.2	197493.062353738
2022-08-07	BA.2.86	0
2022-08-07	BA.4/5	6238729.54414467
2022-08-07	BQ.1	5628.36466492602
2022-08-07	Alpha	0
2022-08-07	Delta	500.299081326758
2022-08-07	XBB	500.299081326758
2022-08-07	Total	6466991
2022-08-14	WT	1291.79145819098
2022-08-14	BA.1	4392.09095784934
2022-08-14	BA.2	135250.565672596
2022-08-14	BA.2.86	0
2022-08-14	BA.4/5	5701967.496455
2022-08-14	BQ.1	1808.50804146738
2022-08-14	Alpha	0
2022-08-14	Delta	258.358291638196
2022-08-14	XBB	387.537437457295
2022-08-14	Total	5860728.66666667
2022-08-21	WT	788.983002999039
2022-08-21	BA.1	2028.81343628324
2022-08-21	BA.2	92761.8587811728
2022-08-21	BA.2.86	0
2022-08-21	BA.4/5	4993473.42598092
2022-08-21	BQ.1	3494.06758471003
2022-08-21	Alpha	0
2022-08-21	Delta	450.847430285165
2022-08-21	XBB	112.711857571291
2022-08-21	Total	5123768.33333333
2022-08-28	WT	1742.21443807492
2022-08-28	BA.1	2152.14724703373
2022-08-28	BA.2	73992.8720170644
2022-08-28	BA.2.86	0
2022-08-28	BA.4/5	4507826.1337155
2022-08-28	BQ.1	3689.39528062925
2022-08-28	Alpha	0
2022-08-28	Delta	204.966404479403
2022-08-28	XBB	614.899213438208
2022-08-28	Total	4612359
2022-09-04	WT	581.027629278041
2022-09-04	BA.1	1452.5690731951
2022-09-04	BA.2	55488.138596053
2022-09-04	BA.2.86	0
2022-09-04	BA.4/5	3794400.93300025
2022-09-04	BQ.1	5713.43835456741
2022-09-04	Alpha	0
2022-09-04	Delta	193.675876426014
2022-09-04	XBB	484.189691065035
2022-09-04	Total	3876422.66666667
2022-09-11	WT	1211.51761823487
2022-09-11	BA.1	1397.90494411716
2022-09-11	BA.2	57407.2963717448
2022-09-11	BA.2.86	0
2022-09-11	BA.4/5	3291693.36874415
2022-09-11	BQ.1	16122.5036888179
2022-09-11	Alpha	0
2022-09-11	Delta	372.774651764576
2022-09-11	XBB	1397.90494411716
2022-09-11	Total	3385353
2022-09-18	WT	74.7763700501813
2022-09-18	BA.1	747.763700501814
2022-09-18	BA.2	64457.2309832563
2022-09-18	BA.2.86	0
2022-09-18	BA.4/5	2901323.15794704
2022-09-18	BQ.1	28863.67883937
2022-09-18	Alpha	0
2022-09-18	Delta	299.105480200725
2022-09-18	XBB	2916.27843195707
2022-09-18	Total	3010048
2022-09-25	WT	246.138497071682
2022-09-25	BA.1	820.461656905606
2022-09-25	BA.2	72774.9489675273
2022-09-25	BA.2.86	0
2022-09-25	BA.4/5	2831331.13181556
2022-09-25	BQ.1	57678.4544804641
2022-09-25	Alpha	0
2022-09-25	Delta	246.138497071682
2022-09-25	XBB	9107.12439165223
2022-09-25	Total	2983937
2022-10-02	WT	176.789144134576
2022-10-02	BA.1	1591.10229721118
2022-10-02	BA.2	80881.0334415683
2022-10-02	BA.2.86	0
2022-10-02	BA.4/5	2687460.17456175
2022-10-02	BQ.1	108283.350782428
2022-10-02	Alpha	0
2022-10-02	Delta	1060.73486480745
2022-10-02	XBB	25280.8476112443
2022-10-02	Total	2912866.33333333
2022-10-09	WT	801.08510900737
2022-10-09	BA.1	979.104022120119
2022-10-09	BA.2	99067.5251472447
2022-10-09	BA.2.86	0
2022-10-09	BA.4/5	2551189.0438188
2022-10-09	BQ.1	179888.111700433
2022-10-09	Alpha	0
2022-10-09	Delta	178.018913112749
2022-10-09	XBB	42457.5107773906
2022-10-09	Total	2886487.66666667
2022-10-16	WT	691.621948692445
2022-10-16	BA.1	1296.79115379833
2022-10-16	BA.2	104175.556021799
2022-10-16	BA.2.86	0
2022-10-16	BA.4/5	2358430.84504124
2022-10-16	BQ.1	262989.245990302
2022-10-16	Alpha	0
2022-10-16	Delta	259.358230759667
2022-10-16	XBB	42361.8443574122
2022-10-16	Total	2781357.66666667
2022-10-23	WT	1200.92211133289
2022-10-23	BA.1	686.241206475937
2022-10-23	BA.2	109970.153337769
2022-10-23	BA.2.86	0
2022-10-23	BA.4/5	2077080.57170104
2022-10-23	BQ.1	335915.070569971
2022-10-23	Alpha	0
2022-10-23	Delta	0
2022-10-23	XBB	43576.316611222
2022-10-23	Total	2578551.33333333
2022-10-30	WT	994.377910278251
2022-10-30	BA.1	841.396693312366
2022-10-30	BA.2	111676.288385096
2022-10-30	BA.2.86	0
2022-10-30	BA.4/5	1769610.22725287
2022-10-30	BQ.1	405476.715568078
2022-10-30	Alpha	0
2022-10-30	Delta	152.981216965885
2022-10-30	XBB	37403.9075481588
2022-10-30	Total	2334799.33333333
2022-11-06	WT	438.096637283709
2022-11-06	BA.1	657.144955925563
2022-11-06	BA.2	123689.283926434
2022-11-06	BA.2.86	0
2022-11-06	BA.4/5	1521144.54075525
2022-11-06	BQ.1	524693.739253455
2022-11-06	Alpha	0
2022-11-06	Delta	73.0161062139515
2022-11-06	XBB	52352.5481554032
2022-11-06	Total	2236483.33333333
2022-11-13	WT	140.627447412843
2022-11-13	BA.1	351.568618532108
2022-11-13	BA.2	135353.918134862
2022-11-13	BA.2.86	0
2022-11-13	BA.4/5	1413727.72884131
2022-11-13	BQ.1	686683.825716914
2022-11-13	Alpha	0
2022-11-13	Delta	351.568618532108
2022-11-13	XBB	69188.7041271189
2022-11-13	Total	2318735.66666667
2022-11-20	WT	308.113021570458
2022-11-20	BA.1	616.226043140916
2022-11-20	BA.2	174700.08323045
2022-11-20	BA.2.86	0
2022-11-20	BA.4/5	1392439.77273229
2022-11-20	BQ.1	890138.519317053
2022-11-20	Alpha	0
2022-11-20	Delta	154.056510785229
2022-11-20	XBB	83190.5158240236
2022-11-20	Total	2558031.33333333
2022-11-27	WT	416.11383675681
2022-11-27	BA.1	749.004906162258
2022-11-27	BA.2	195323.834973647
2022-11-27	BA.2.86	0
2022-11-27	BA.4/5	1353701.53373725
2022-11-27	BQ.1	1124422.80968425
2022-11-27	Alpha	83.222767351362
2022-11-27	Delta	249.668302054086
2022-11-27	XBB	114930.641712231
2022-11-27	Total	2815842.33333333
2022-12-04	WT	456.17241629748
2022-12-04	BA.1	1444.54598494202
2022-12-04	BA.2	223676.541457864
2022-12-04	BA.2.86	0
2022-12-04	BA.4/5	1256678.97816351
2022-12-04	BQ.1	1459751.73215194
2022-12-04	Alpha	0
2022-12-04	Delta	76.02873604958
2022-12-04	XBB	169163.937710315
2022-12-04	Total	3140519
2022-12-11	WT	352.249671882887
2022-12-11	BA.1	264.187253912166
2022-12-11	BA.2	284353.547627461
2022-12-11	BA.2.86	0
2022-12-11	BA.4/5	1212619.49545684
2022-12-11	BQ.1	1725230.83046441
2022-12-11	Alpha	0
2022-12-11	Delta	176.124835941444
2022-12-11	XBB	227641.350454316
2022-12-11	Total	3489033
2022-12-18	WT	278.271475688371
2022-12-18	BA.1	556.542951376743
2022-12-18	BA.2	325206.597921143
2022-12-18	BA.2.86	0
2022-12-18	BA.4/5	1169667.76947679
2022-12-18	BQ.1	1910797.46639348
2022-12-18	Alpha	0
2022-12-18	Delta	92.7571585627905
2022-12-18	XBB	252392.228449353
2022-12-18	Total	3712327
2022-12-25	WT	384.975615007805
2022-12-25	BA.1	577.463422511708
2022-12-25	BA.2	321358.394627766
2022-12-25	BA.2.86	0
2022-12-25	BA.4/5	1038182.9897723
2022-12-25	BQ.1	1904570.61134736
2022-12-25	Alpha	0
2022-12-25	Delta	96.2439037519513
2022-12-25	XBB	257933.66205523
2022-12-25	Total	3575846
2023-01-01	WT	493.722929936306
2023-01-01	BA.1	493.722929936306
2023-01-01	BA.2	336027.82611465
2023-01-01	BA.2.86	0
2023-01-01	BA.4/5	782945.822292994
2023-01-01	BQ.1	1782636.01082803
2023-01-01	Alpha	0
2023-01-01	Delta	296.233757961783
2023-01-01	XBB	295740.035031847
2023-01-01	Total	3255609
2023-01-08	WT	179.318872564474
2023-01-08	BA.1	1075.91323538685
2023-01-08	BA.2	327256.942430166
2023-01-08	BA.2.86	896.594362822372
2023-01-08	BA.4/5	695757.225550161
2023-01-08	BQ.1	1423971.16703449
2023-01-08	Alpha	0
2023-01-08	Delta	179.318872564474
2023-01-08	XBB	339540.285200832
2023-01-08	Total	2843818
2023-01-15	WT	97.685584486032
2023-01-15	BA.1	390.742337944128
2023-01-15	BA.2	272347.409547057
2023-01-15	BA.2.86	97.685584486032
2023-01-15	BA.4/5	548113.814551126
2023-01-15	BQ.1	1097497.54170057
2023-01-15	Alpha	0
2023-01-15	Delta	97.685584486032
2023-01-15	XBB	427472.117710876
2023-01-15	Total	2401111.66666667
2023-01-22	WT	0
2023-01-22	BA.1	633.24057318844
2023-01-22	BA.2	201008.650517816
2023-01-22	BA.2.86	0
2023-01-22	BA.4/5	398941.561108718
2023-01-22	BQ.1	779880.997351078
2023-01-22	Alpha	0
2023-01-22	Delta	90.4629390269201
2023-01-22	XBB	464889.043659342
2023-01-22	Total	1889680.33333333
2023-01-29	WT	69.9840547432297
2023-01-29	BA.1	69.9840547432297
2023-01-29	BA.2	165652.257577225
2023-01-29	BA.2.86	0
2023-01-29	BA.4/5	245434.079984507
2023-01-29	BQ.1	529289.406023046
2023-01-29	Alpha	0
2023-01-29	Delta	0
2023-01-29	XBB	472112.433297828
2023-01-29	Total	1445450.66666667
2023-02-05	WT	189.358747166701
2023-02-05	BA.1	0
2023-02-05	BA.2	143849.528264304
2023-02-05	BA.2.86	0
2023-02-05	BA.4/5	175977.395700254
2023-02-05	BQ.1	387238.637955904
2023-02-05	Alpha	0
2023-02-05	Delta	63.1195823889003
2023-02-05	XBB	480276.902397143
2023-02-05	Total	1225277.33333333
2023-02-12	WT	173.483769797711
2023-02-12	BA.1	231.311693063614
2023-02-12	BA.2	124445.690868224
2023-02-12	BA.2.86	0
2023-02-12	BA.4/5	125486.593487011
2023-02-12	BQ.1	292262.324185876
2023-02-12	Alpha	0
2023-02-12	Delta	0
2023-02-12	XBB	530918.16350426
2023-02-12	Total	1106306
2023-02-19	WT	111.801608194989
2023-02-19	BA.1	55.9008040974946
2023-02-19	BA.2	117838.895037519
2023-02-19	BA.2.86	0
2023-02-19	BA.4/5	94472.3589247658
2023-02-19	BQ.1	243056.696215906
2023-02-19	Alpha	0
2023-02-19	Delta	0
2023-02-19	XBB	556660.207202851
2023-02-19	Total	1040481.66666667
2023-02-26	WT	0
2023-02-26	BA.1	291.413468529545
2023-02-26	BA.2	111028.531509757
2023-02-26	BA.2.86	0
2023-02-26	BA.4/5	72911.6498260921
2023-02-26	BQ.1	179568.979307905
2023-02-26	Alpha	0
2023-02-26	Delta	58.2826937059089
2023-02-26	XBB	598038.720116332
2023-02-26	Total	988649.333333333
2023-03-05	WT	55.3835757575758
2023-03-05	BA.1	0
2023-03-05	BA.2	100853.491454545
2023-03-05	BA.2.86	0
2023-03-05	BA.4/5	48349.8616363636
2023-03-05	BQ.1	125665.333393939
2023-03-05	Alpha	0
2023-03-05	Delta	0
2023-03-05	XBB	616031.513151515
2023-03-05	Total	913829
2023-03-12	WT	0
2023-03-12	BA.1	112.832154425861
2023-03-12	BA.2	62114.1010114365
2023-03-12	BA.2.86	0
2023-03-12	BA.4/5	35767.7929529979
2023-03-12	BQ.1	95738.0830303431
